startdate,IPAddress,duration,responseID,LocationLatitude,LocationLongitude,Q2,Q3,Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q10_1,Q10_2,Q10_3,Q10_4,Q14_14,Q10_13,Q10_12,Q10_5,Q10_7,Q10_6,Q10_8,Q10_9,Q10_10,Q10_11,Q14b_1,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q109,Q113,Q114,Q116,Q117,Q16_1,Q16_2,Q17,Q20#1_1_1,Q20#1_2_1,Q20#1_3_1,Q20#1_4_1,Q20#1_5_1,Q20#1_6_1,Q20#1_7_1,Q20#1_8_1,Q20#1_9_1,Q20#1_10_1,Q20#1_11_1,Q20#1_12_1,Q20#1_13_1,Q20#1_14_1,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_10,Q20#2_11,Q20#2_12,Q20#2_13,Q20#2_14,Q118,Q22#1_1_1,Q22#1_2_1,Q22#1_3_1,Q22#1_4_1,Q22#1_5_1,Q22#1_6_1,Q22#1_7_1,Q22#1_8_1,Q22#1_9_1,Q22#1_10_1,Q22#1_11_1,Q22#1_12_1,Q22#1_13_1,Q22#1_14_1,Q22#2_1,Q22#2_2,Q22#2_3,Q22#2_4,Q22#2_5,Q22#2_6,Q22#2_7,Q22#2_8,Q22#2_9,Q22#2_10,Q22#2_11,Q22#2_12,Q22#2_13,Q22#2_14,Q119,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q25,Q26,Attn check 1,Q28_2,Q28_3,Q30_1,Q30_2,Q31_1,Q31_2,Q32,Q33,Q34,Q103,Q104,Attn check 2,Q37,Q38,Q39,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q21_1,Q21_2,Q21_12,Q21_13,Q21_14,Q21_16,Q21_15,Q22_6,Q22_8,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q24 w attn check_6,Q102,Q48,Q49,Q50,Q51,Q52_1,Q52_2,Q101
1/20/24 13:30,151.213.181.132,534,R_6hXzfiafEhokHFQ,29.0378,-95.698,1,1,45,1,2,1,3,12,12,100,150,50,80,100,100,1,2,2,"1,2",1,1,"1,2",2,5,5,5,1,1,"1,2",,4,4,4,4,4,4,4,,,,,,,,,200,,,200,200,30,50,,,,,100,50,50,1,,,2,1,1,2,,,,,2,1,2,4,,50,50,100,,,80,50,,,,,,80,,1,1,2,,,2,1,,,,,,1,4,3,3,1,1,1,1,1,3,3,3,3,1,1,2,"19,20",Online search,3,63,83,124,162,148,192,1,1,8,"2,5",,2,3,3,2,,2,2,4,2,2,2,3,3,5,6,6,5,6,6,6,6,6,6,6,7,2,"4,5,7",7,1,1,77407,2567,2646,3
1/20/24 13:25,173.47.27.114,1242,R_7GkuK8VJzaJD7pP,42.5582,-114.4659,1,1,13,1,4,1,12,8,3,15,50,20,10,0,30,"1,2","1,2",5,"1,2",5,1,5,5,5,5,5,5,1,2,,4,4,"1,2",4,"1,2",4,4,,1,1,,,,,,100,100,,25,,10,,,,,,,0,,3,3,,3,,3,,,,,,,3,,,90,90,,20,,,,,,,,,,0,3,3,,3,,,,,,,,,,3,,2,2,4,2,4,2,2,4,4,4,4,4,2,2,15,,3,45,44,60,60,15,18,5,1,6,"1,2,3",,2,1,2,1,1,1,1,1,4,5,4,4,2,6,7,2,2,4,2,4,6,6,4,4,7,2,"4,5,7",4,4,2,83301,564,606,1
1/20/24 13:20,100.8.72.98,1508,R_1IGxJRB5u7TNPMd,40.8943,-73.9801,1,1,31,2,4,1,3,8,8,10,100,30,30,30,0,1,5,5,5,5,1,5,1,5,5,5,5,5,1,,1,1,1,4,4,4,4,,,,,,,,,100,,,,,30,,40,,,,,,30,"1,2,3",,,,,"1,2,3",,"1,2,3",,,,,,"1,2,3",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,4,1,4,1,4,4,4,2,3,2,15,,3,81,120,61,60,59,62,1,1,8,7,,2,2,2,1,2,1,2,4,2,5,2,6,5,6,7,6,4,6,6,1,6,6,6,6,7,4,"4,5,7",3,4,3,7631,1805,1807,2
1/20/24 13:41,73.187.9.122,277,R_6CHkZwkamK5jCUQ,41.2723,-75.8887,1,1,39,1,5,1,12,10,10,40,20,10,1,20,20,5,"1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,20,,20,,20,,,,,,,,,,1,,1,,1,,,,,,,,,,,30,,40,,30,,,,,,,,,,1,,1,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,,3,14,15,13,18,37,39,5,1,8,4,,2,3,3,2,,2,2,2,2,1,4,1,1,3,7,1,1,1,1,1,1,1,1,1,7,1,"1,3,4",3,3,1,18704,2283,2323,2
1/20/24 13:38,107.77.235.70,573,R_3ckFgTJNSEA1dic,33.7485,-84.3871,1,1,34,2,3,1,3,12,12,12,18,14,28,13,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,80,80,85,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,4,4,4,4,4,4,4,4,4,4,4,15,,3,49,77,147,191,59,80,5,1,5,1,,2,3,2,1,3,1,1,4,2,1,1,6,6,5,6,6,5,6,6,7,7,6,7,4,7,5,"1,2,5",8,1,1,28226,1924,1984,2
1/20/24 13:45,184.97.44.74,493,R_7NyPXqaM2flfSSC,43.9001,-91.2276,1,1,51,1,4,1,12,7,7,50,50,10,10,60,0,"1,2",5,5,5,1,"1,2","1,2",5,5,5,5,5,5,1,,4,4,4,2,2,4,"1,2",,2,,2,3,1,,,150,,,,0,0,0,,,,,,,0,1,,,,3,3,3,,,,,,,3,,100,,,,,10,50,,,,,,,,1,,,,,3,3,,,,,,,,,2,4,4,2,1,2,2,4,4,4,4,4,4,4,15,,3,21,23,63,69,60,59,5,1,8,1,,2,1,1,1,1,1,1,1,1,1,2,1,1,1,7,1,1,7,1,1,4,4,1,1,7,4,"3,4,7",3,5,4,53923,3097,129,1
1/20/24 13:32,104.50.224.242,1476,R_51jpBvjViHsCXSN,32.7776,-79.9413,1,1,42,1,4,2,12,10,11,10,20,10,25,10,25,1,1,2,"1,2",1,1,1,2,2,1,1,1,2,1,"Walmart, target cosco",1,1,1,2,2,1,1,,1,,1,,1,1,1,30,120,,10,40,32,40,,,20,10,20,,40,2,2,,3,2,1,2,,,1,1,2,,2,1,,,30,20,,,,30,20,,,,40,,,,2,2,,,,1,1,,,,2,,2,1,1,2,2,1,2,1,3,3,3,3,3,2,3,15,,3,17,27,30,11,34,19,1,2,8,"2,7",,2,3,3,2,,2,2,4,2,3,5,5,4,5,6,6,2,7,5,7,5,5,6,7,7,5,"2,5,6",8,5,4,29492,1924,627,3
1/20/24 13:51,99.42.223.145,546,R_7wBvyIpaQF6ZWRG,32.6085,-96.8655,1,1,21,2,5,1,3,11,11,10,40,30,15,0,0,1,5,5,1,5,1,5,5,5,5,5,1,1,5,,4,4,4,4,1,4,4,,,,,,1,1,,95,,,10,,0,,,,,,0,100,,1,,,2,,1,,,,,,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,4,4,4,4,4,2,2,4,15,,3,53,77,111,168,67,138,1,1,8,1,,2,3,1,1,1,2,1,4,2,2,4,2,6,3,5,3,3,4,5,6,6,5,3,3,7,7,7,8,3,2,21237,1214,1217,1
1/20/24 13:50,98.55.51.120,589,R_3oTbDJGDqfSHJnj,39.4436,-104.8536,1,1,6,1,4,1,12,12,12,210,170,320,80,210,290,"1,2","1,2",1,5,1,5,5,2,5,5,1,1,2,5,Blue apron,4,4,4,4,4,4,4,,,,,,,,,430,530,210,,320,,,,,,110,90,,,3,3,3,,2,,,,,,2,3,,,3,420,350,,,,,,100,,,,,154,,3,3,,,,,,3,,,,,3,,,3,1,1,2,2,3,3,4,4,4,2,2,3,3,15,,3,60,45,104,96,93,126,5,1,8,3,,2,3,3,2,,2,2,4,2,2,4,5,5,6,6,6,6,6,6,5,6,6,6,5,7,5,"2,3,5",8,4,3,80130,250,269,2
1/20/24 13:31,174.224.241.67,1812,R_7GDMnnSUzJ2ubPM,42.9778,-87.891,1,1,14,1,5,1,12,12,12,20,200,50,30,0,20,"1,2",1,5,5,"1,2",2,1,"1,2","1,2",5,5,5,"1,2","1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,150,25,,,25,,100,20,20,,,,50,20,"1,2","1,2",,,2,,1,1,1,,,,"1,2","1,2",3,200,,,,100,50,,20,20,,,,100,50,"1,2",,,,2,1,,1,1,,,,"1,2","1,2",3,1,2,4,4,2,2,1,2,2,4,4,4,2,2,15,,3,30,45,60,60,90,90,1,3,8,"2,8",,2,3,3,2,,2,2,1,1,2,5,5,3,5,6,1,7,7,5,7,7,5,5,5,7,7,"4,5,7",7,3,1,60050,609,665,2
1/20/24 13:48,70.250.78.6,898,R_6vxO0MMKXoFgoq5,33.7585,-84.183,1,1,33,1,3,1,3,11,11,20,65,15,35,25,15,"1,2","1,2",1,2,5,5,2,2,5,2,5,1,2,1,,4,2,4,4,4,4,4,,,,,,,,,125,50,0,,,,,,,,,0,,0,3,3,3,,,,,,,,,3,,3,,130,45,,0,,,0,0,,0,,,0,,3,3,,3,,,3,3,,3,,,3,,,2,2,3,3,4,4,4,3,4,4,4,4,4,4,20,A neighbor mentioned it ,3,30,45,60,39,65,40,4,1,8,1,,2,3,3,2,,2,2,1,4,1,4,5,7,5,5,5,5,5,6,6,3,6,5,3,7,3,"2,4,5",8,4,3,11590,1861,375,2
1/20/24 13:36,64.246.156.219,1649,R_6lrh14UZN3mn1eh,42.8738,-74.0507,1,1,51,1,4,1,12,11,11,5,6,7,5,50,27,1,1,1,1,2,2,1,"1,2",2,1,"1,2","1,2",1,1,Walmart ,1,1,2,1,2,1,1,,1,3,,,1,2,1,5,5,7,8,,,9,8,,9,8,9,9,10,1,2,2,1,,,1,2,,1,2,1,1,2,3,,,,,8,9,,6,4,,4,4,,,,,,,1,2,,2,2,,2,1,,,3,2,1,2,1,1,2,1,1,2,2,3,1,3,1,"19,20,21",Families recommendation ,3,45,29,30,51,70,45,5,3,8,"1,3,7",,2,3,3,2,,2,2,4,2,1,2,7,3,7,6,6,7,6,7,7,5,6,3,5,7,6,"1,2,5",8,4,3,54889,3097,3104,3
1/20/24 14:07,67.246.146.48,426,R_5mnmkfodqgbQ1gP,43.2585,-77.6695,1,1,33,1,5,1,12,10,10,25,35,15,15,10,0,"1,2","1,2",1,1,"1,2","1,2",2,5,5,5,5,5,"1,2","1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,100,100,50,25,25,10,,,,,,,50,30,3,3,3,3,2,3,,,,,,,3,3,4,100,50,,,50,35,25,,,,,,25,35,3,3,,,2,3,3,,,,,,3,3,4,2,2,3,3,2,1,2,4,4,4,4,2,2,2,15,,3,41,40,95,101,69,72,5,1,8,1,,2,3,3,2,,2,2,1,1,1,6,4,3,5,6,4,4,4,4,5,5,4,4,5,7,3,"3,4,5",6,4,2,14626,1861,51,2
1/20/24 13:41,98.195.55.106,1991,R_1KOqXIPUP2WVFSM,29.572,-95.54,1,1,45,2,3,1,3,11,12,6,17,11,26,30,35,5,"1,2",5,5,5,5,5,5,5,5,5,5,"1,2",5,,4,4,4,4,"1,2","1,2",4,1,1,,,,,,2,,225.5,,,,,,,,,,,50,,,3,,,,,,,,,,,1,,,,175,,,,,,,,,,,50,,,3,,,,,,,,,,,1,,,4,2,4,4,4,4,4,4,4,4,4,4,3,4,15,,3,58,82,117,158,111,153,5,2,8,1,,2,3,2,1,3,1,2,3,2,1,1,3,4,4,7,4,2,4,4,4,7,4,4,1,7,1,"4,5,7",4,5,4,77584,2567,2587,2
1/20/24 14:02,71.9.115.26,923,R_5OPjNrJEweBk6Pw,34.0915,-118.1307,1,1,5,1,5,1,5,7,8,10,65,20,25,0,20,5,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,150,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,2,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,41,42,59,59,35,40,5,3,8,"1,8",,2,3,3,2,,2,2,4,2,3,4,6,5,6,6,5,6,7,6,5,6,7,6,3,7,6,"1,2,5",6,4,3,91803,191,210,2
1/20/24 14:07,166.199.169.61,947,R_6dmDYhNhmyHHbS0,35.1567,-89.9274,1,1,44,2,3,1,3,9,9,15,60,25,40,50,25,"1,2","1,2",5,"1,2",5,"1,2","1,2",5,5,5,5,5,"1,2","1,2",,4,4,4,4,2,4,4,,,,,,,,,60,150,,25,,25,50,,,,,,40,60,3,"1,3",,3,,3,3,,,,,,3,3,,40,175,,25,,15,50,,,,,,40,0,3,1,,3,,3,3,,,,,,3,3,,1,1,1,1,1,1,1,4,4,4,4,4,1,1,15,,3,78,80,80,64,47,30,5,1,9,1,,2,2,2,1,1,1,1,4,2,2,4,3,3,5,1,6,7,4,7,5,6,5,5,5,7,5,"3,4,5,6,7",7,5,4,38104,2471,60,3
1/20/24 14:06,172.56.105.111,1193,R_6PYJf2F8XgaQwMt,47.3957,-122.3036,1,1,49,2,4,1,12,11,12,15,20,15,25,60,15,1,1,5,2,5,1,2,2,5,5,5,5,1,1,,4,4,4,4,4,4,4,,,,,,,,,100,500,,,,10,,,,,,,40,30,3,3,,,,3,,,,,,,3,1,,,,,0,,,0,0,,,,,,,,,,3,,,3,3,,,,,,,,2,2,4,3,2,2,1,1,4,4,4,2,3,2,20,Word from friends about how good the food is,3,40,30,60,60,121,120,5,1,6,"1,2,4",,2,3,3,2,,2,2,1,1,5,5,3,2,5,6,5,3,3,5,3,6,6,6,3,7,2,"4,5,7",5,6,5,98038,3001,2702,2
1/20/24 14:05,72.218.40.32,1393,R_1rkpeCw3mpw9bM5,36.6431,-76.2476,1,1,48,1,4,1,12,8,9,10,30,30,35,30,20,"1,2",5,1,"1,2","1,2","1,2",1,"1,2",5,5,1,5,"1,2","1,2",Hellofresh,1,4,4,4,4,1,"1,2",,,,,3,,,1,20,,10,10,40,10,15,20,,,20,,50,60,1,,3,3,2,3,3,3,,,2,,3,3,1,30,,,10,40,40,,20,,,,,50,60,1,,,3,2,3,,3,,,,,3,3,1,1,3,2,3,1,2,3,3,2,2,3,2,2,1,20,I search on Google for restaurants near me and it came up ,3,28,28,123,125,51,58,1,1,"1,5,7","1,3,4,7",,2,2,2,2,,2,2,1,1,1,5,4,6,6,7,5,4,6,6,7,7,7,5,2,7,4,"2,3,4",7,5,4,23322,2867,2997,2
1/20/24 14:15,73.52.8.120,1199,R_7flZJT9i8wIIwac,41.3472,-75.9854,1,1,39,2,5,1,12,10,11,5,10,10,15,15,10,"1,2","1,2",5,5,"1,2",2,5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,30,100,,,5,,,,,,,,50,30,3,3,,,2,,,,,,,,3,3,3,15,20,,,5,5,,,,,,,45,30,3,3,,,2,3,,,,,,,3,3,3,2,2,4,4,2,2,4,4,4,4,4,4,4,4,15,,3,29,30,61,77,90,105,5,3,8,"1,2",,2,3,3,2,,2,2,1,2,2,4,4,4,5,6,4,4,5,4,4,6,5,5,5,7,5,"2,4,5",7,4,1,18708,2283,2323,2
1/20/24 14:18,73.90.29.213,1090,R_6erXeHxhhiVBlEy,36.7986,-119.8107,1,1,5,1,4,1,12,9,9,20,60,10,10,10,10,"1,2","1,2",5,"1,2","1,2","1,2","1,2",5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,100,45,,10,0,10,15,,,,,0,0,0,3,3,,3,3,3,3,,,,,3,3,3,,100,45,,10,0,10,15,,,,,0,0,0,3,3,,3,3,3,3,,,,,3,3,3,,2,2,4,2,4,2,2,1,4,4,4,4,2,2,15,,3,60,60,30,30,90,90,5,3,8,"1,2,5,6,8",,2,3,3,2,,2,2,2,4,1,2,6,7,7,7,1,1,7,4,4,4,6,2,3,7,4,"2,3,4",5,2,1,93720,191,211,1
1/20/24 14:23,174.215.17.11,818,R_7FrlxfbfLKnJgac,39.7593,-104.9651,1,1,6,1,4,1,12,10,10,30,40,30,40,0,0,1,1,1,1,1,1,5,1,5,5,1,5,5,1,Factor,4,4,1,4,4,4,4,,,,,,,,,50,50,50,60,50,20,,50,,,44,,,70,3,1,3,3,3,3,,3,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,3,3,3,3,3,3,2,1,1,21,YouTube ,3,27,19,28,73,48,17,1,1,3,"1,2,6",,2,3,3,1,3,1,1,3,2,2,1,2,2,3,5,3,2,3,5,5,5,5,4,5,7,3,"4,5,7",7,1,1,80206,250,267,3
1/20/24 14:19,208.93.185.45,1456,R_1qXBmQyqxlLaA6Z,41.1685,-82.2291,1,1,36,1,5,1,12,12,12,6,38,10,20,10,10,"1,2","1,2",5,5,5,"1,2","1,2",5,5,5,5,"1,2",1,1,,"1,2","1,2",4,4,4,4,4,,,,,,,,,50,0,,,,50,10,,,,,10,0,0,1,3,,,,3,3,,,,,3,3,3,,50,0,,,,50,15,,,,,10,,,1,3,,,,3,3,,,,,3,,,,3,4,4,4,3,1,2,2,4,4,4,1,4,4,"18,19",drive by,3,61,64,155,159,153,154,5,1,8,"5,6,7,8",,2,3,3,2,,2,2,4,4,3,4,5,4,5,7,7,1,4,3,5,6,7,4,3,7,1,"1,4,5",8,2,1,44090,2079,2126,1
1/20/24 14:38,65.26.129.203,353,R_6MFcH3vWeEByOB3,39.3618,-94.7904,1,1,26,2,5,1,12,12,12,25,40,20,20,30,20,"1,2","1,2",5,5,5,5,5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,100,50,,,,,,,,,,,40,50,1,"2,3",,,,,,,,,,,1,1,4,100,60,,,,,,,,,,,35,40,1,3,,,,,,,,,,,3,1,,2,2,3,3,3,2,3,4,4,4,4,4,4,4,15,,3,29,27,43,35,43,31,5,2,8,4,,2,3,3,3,,2,2,3,1,2,2,5,5,5,3,5,3,5,5,5,3,3,5,3,5,3,3,,,,,,,
1/20/24 14:23,172.56.67.76,1335,R_5F0lBHW00FMyRIR,33.8229,-84.3535,1,1,19,1,5,1,3,9,9,20,50,20,20,30,20,"1,2","1,2",2,"1,2",1,"1,2","1,2",5,5,5,5,"1,2","1,2","1,2",,4,2,2,4,"1,2",4,4,,3,2,,,1,,,160,90,,40,0,25,40,,,,,60,50,30,3,1,,3,3,3,3,,,,,3,3,3,,130,75,50,20,,30,45,,,,,50,45,35,3,1,3,3,,3,3,,,,,3,3,3,,2,1,1,2,2,2,2,2,4,4,4,2,3,2,15,,3,70,82,139,117,150,123,5,1,8,"1,7",,2,2,2,1,2,1,1,1,1,1,2,5,7,6,6,6,6,6,4,7,6,6,6,6,7,5,"2,3,4",4,4,2,71302,1132,1172,3
1/20/24 13:44,174.195.82.59,3770,R_5LaUDFAEXdoVIpB,37.7652,-122.1579,1,1,49,1,4,1,12,11,11,10,30,10,10,10,10,"1,2",2,"1,2",2,"1,2",2,"1,2","1,2",1,5,1,"1,2","1,2","1,2",Wenfy's.starbuck,4,4,4,2,4,1,4,,,,1,,,,1,30,,25,,35,,20,15,20,,15,15,35,20,2,,2,,2,,2,1,1,,2,2,1,2,4,15,10,15,20,15,25,10,15,,,,10,25,15,3,3,3,3,3,3,2,3,,,,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"17,21",From a friend,3,68,66,177,180,41,47,4,3,8,"1,3,6,7",,2,3,3,2,,2,2,4,2,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"2,5,6",7,4,3,98108,3001,2702,3
1/20/24 14:46,47.152.222.49,490,R_7e5B8SCzQmVpPfg,33.8838,-118.1261,1,1,5,1,4,1,12,11,11,19,20,5,5,0,0,1,1,2,1,2,2,2,2,1,1,1,1,1,1,Meal kit,1,1,2,4,4,4,4,,,3,,,,,,20,0,,0,,,,,0,0,0,0,0,0,1,3,,3,,,,,3,3,3,3,3,3,,,,10,,10,10,20,10,,,,,,,,,1,,1,1,1,1,,,,,,,,4,4,4,4,3,3,4,4,4,4,4,4,4,4,15,,3,81,56,177,105,95,189,4,1,6,2,,2,3,3,1,3,2,2,2,2,1,5,5,6,5,6,7,2,5,2,5,3,6,5,6,7,5,"1,2",7,2,1,90706,191,210,2
1/20/24 14:39,96.228.32.123,974,R_5ClkYLhSYOeS9Fc,37.528,-77.4374,1,1,48,1,5,1,12,12,11,20,10,3,6,10,8,"1,2","1,2",5,1,2,"1,2",5,2,5,5,5,1,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,20,25,,6,,10,,,,,,0,24,25,3,3,,3,,3,,,,,,3,3,3,,24,20,,,20,10,,0,,,,,30,30,3,3,,,2,3,,3,,,,,3,3,3,2,2,4,3,2,3,4,3,4,4,4,4,2,2,15,,3,20,38,57,76,76,49,1,3,"5,6","1,8,11",3,2,3,3,2,,2,2,1,4,1,4,5,2,5,6,3,4,7,5,5,6,5,4,6,7,4,"3,4,5,7",6,2,1,23238,2867,2910,2
1/20/24 14:46,174.84.236.199,621,R_5GqEj1ysEFU2GVm,42.291,-85.6341,1,1,23,2,4,1,12,11,12,15,50,30,40,30,20,1,5,5,5,5,1,1,1,5,5,2,1,1,1,Hello fresh,4,4,4,4,4,4,4,,,,,,,,,200,,,,,45,100,0,,,,0,40,100,3,,,,,3,3,3,,,,3,3,3,,,,,,,,,,,,200,,,,,,,,,,,,,,3,,,,,2,4,4,4,4,2,2,2,4,2,3,2,2,2,17,Local info,3,19,46,52,63,76,75,5,1,6,1,,2,3,3,2,,2,2,1,1,1,4,5,4,5,6,4,5,6,4,4,5,5,5,5,7,4,"3,4,5",8,3,2,49006,1254,1293,2
1/20/24 14:46,68.59.57.211,927,R_6GPrK07FSks3Or7,30.6334,-88.0864,1,1,1,1,4,1,3,8,8,10,20,10,10,30,20,"1,2","1,2","1,2","1,2","1,2",1,"1,2","1,2","1,2",1,1,2,1,"1,2",hello fresh,4,"1,2",4,4,4,4,4,,,,,,,,,40,30,45,20,35,20,20,30,20,20,75,,25,15,"1,2",1,2,"1,2",1,2,3,3,3,3,2,,2,3,3,30,20,30,10,20,,15,10,15,,,15,,10,"1,2","1,2",1,3,2,,3,1,3,,,3,,3,3,2,3,3,3,2,2,2,3,2,2,3,1,3,3,"18,19,20,21",online ad,3,85,75,133,102,153,124,1,1,8,"2,3,5,6,8",,2,2,3,2,,2,2,4,1,2,4,6,7,7,6,6,5,6,6,6,6,6,5,6,7,6,"1,3,4,5,6,7",7,2,1,36605,1,50,2
1/20/24 15:00,104.33.77.190,412,R_69CkbErp8Gi3qV3,34.1283,-118.0514,1,1,5,1,3,2,12,11,11,0,100,0,100,0,0,"1,2","1,2","1,2",5,"1,2",5,5,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,50,50,50,,50,,,,,,,,50,,2,2,2,,2,,,,,,,,2,,4,50,50,50,,50,,,,,,,,50,,2,2,2,,2,,,,,,,,2,,4,2,2,2,4,2,4,4,4,4,4,4,4,2,4,15,,3,45,40,61,62,75,77,5,1,8,7,,2,3,3,2,,2,2,4,2,2,4,6,7,6,5,5,2,6,6,5,7,5,6,5,7,1,"2,4,5",7,2,2,91007,191,210,2
1/20/24 14:58,172.56.164.74,949,R_190nqXiX9AU8Ipa,40.8136,-73.9384,1,1,33,2,3,1,3,8,8,30,100,20,30,100,30,"1,2",5,5,"1,2",2,"1,2","1,2",5,5,5,5,1,"1,2",5,,4,4,"1,2",4,"1,2",1,4,,1,1,,,1,1,1,230,,,12,,20,30,,,,,100,50,,2,,,3,,3,3,,,,,3,"1,2",,4,120,,,10,75,25,30,,,,,,60,,2,,,3,2,3,3,,,,,,2,,4,1,1,2,1,1,1,1,3,4,4,4,1,1,1,15,,3,81,58,59,42,50,54,1,1,8,"1,3,5",,2,3,3,2,,2,2,4,2,3,1,4,5,4,6,6,5,6,5,7,4,4,4,4,7,4,"4,6,7",7,4,3,10918,1861,221,2
1/20/24 15:06,166.199.148.104,582,R_58XULQ1zkdYbtIt,33.4166,-86.7795,1,1,1,2,3,1,12,8,11,50,175,50,40,20,30,"1,2",5,5,"1,2","1,2","1,2",5,"1,2",5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,250,,,50,50,10,,20,,,,20,50,20,"1,2",,,1,"1,2","1,2",,1,,,,1,1,1,1,150,,,40,30,20,,15,,,,15,30,40,"1,2",,,1,1,1,,1,,,,1,1,1,1,1,1,2,1,1,2,2,1,1,4,4,1,2,2,15,,3,70,35,91,58,114,49,1,1,8,6,,2,3,3,2,,2,2,1,2,3,4,5,5,5,5,5,4,5,5,5,5,5,4,5,7,5,"1,4,5",5,5,4,36732,1,47,2
1/20/24 15:11,71.62.188.68,483,R_3rejsawjevCAUr2,39.14,-77.7346,1,1,48,2,5,1,12,11,11,12,40,10,10,0,18,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,"1,2",4,4,4,4,4,4,,,,,,,,,100,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,,3,63,63,131,131,60,60,4,1,6,8,,2,3,3,2,,2,2,1,1,1,1,5,1,5,7,5,1,5,5,3,7,7,7,6,7,1,"3,4,5",6,2,1,20132,2867,2920,2
1/20/24 14:49,161.38.233.16,1824,R_6aPonKJOkMUNXLY,36.9199,-86.4392,1,1,18,2,4,1,12,12,12,50,100,50,50,50,50,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",5,"1,2","1,2","1,2","1,2","1,2",Swans,"1,2","1,2",2,2,4,4,4,,,2,2,,,,,150,300,75,100,50,100,150,50,,0,200,50,100,100,"1,2","1,2",3,3,1,3,3,3,,3,1,3,3,3,3,150,300,50,100,100,100,100,50,,0,200,100,100,100,3,3,3,3,2,3,3,3,,3,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,"17,18,19,20,21",Walk in ,3,100,80,60,60,240,240,5,1,"7,8","1,3,4,8,11",2,2,3,3,1,3,1,2,1,1,1,4,7,4,6,7,4,4,5,7,6,7,7,7,7,7,5,"1,3,4,5,7",6,2,1,42103,1011,547,1
1/20/24 15:02,166.196.75.62,1092,R_5NbpylEylzO9uDO,33.972,-118.242,1,1,5,2,5,2,12,8,8,8,50,15,25,0,0,"1,2","1,2","1,2",5,5,1,5,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,300,20,100,,,100,,,,,,,0,,3,3,3,,,3,,,,,,,3,,,180,15,70,,,,,,,,,,0,,3,3,3,,,,,,,,,,3,,,2,2,2,4,4,2,2,4,4,4,4,4,2,4,15,,3,83,83,32,31,59,61,5,1,8,8,,2,2,2,3,,2,2,4,2,3,4,4,4,7,7,5,5,6,7,4,7,4,7,4,7,4,"3,5",7,5,1,91710,191,227,2
